"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SUMF21",6.75514356873577e-111,0.263502905008402,0.494,0.08,1.47626907551151e-106,"10","SUMF2"
"DYNLRB12",8.43563084537601e-111,0.26278528312038,0.575,0.104,1.84352276494847e-106,"10","DYNLRB1"
"IAH11",1.07807822972007e-110,0.255607284474462,0.355,0.044,2.35603216323025e-106,"10","IAH1"
"NPAS2",1.19283592059311e-110,0.299844498429713,0.259,0.024,2.60682362086418e-106,"10","NPAS2"
"ATF7",1.29324264765022e-110,0.269040100223247,0.255,0.024,2.82625248217478e-106,"10","ATF7"
"TNRC6B",1.3765393807872e-110,0.288041415819019,0.367,0.047,3.00828916277234e-106,"10","TNRC6B"
"GABBR1",1.5836197642525e-110,0.324866133418627,0.274,0.027,3.46084263279741e-106,"10","GABBR1"
"PHLDA1",1.72554515957232e-110,0.283234076535659,0.27,0.026,3.77100639172935e-106,"10","PHLDA1"
"SPPL31",1.93885908360294e-110,0.309076549459842,0.355,0.045,4.23718264130587e-106,"10","SPPL3"
"H1-102",2.46772687353356e-110,0.318425435739342,0.618,0.117,5.39297030942025e-106,"10","H1-10"
"USP33",4.37994038083965e-110,0.324145324442106,0.263,0.025,9.57192170828698e-106,"10","USP33"
"NCBP2",7.13019246782955e-110,0.319921088724111,0.266,0.026,1.55823226191947e-105,"10","NCBP2"
"SMARCD3",1.17475715928242e-109,0.265645160012698,0.305,0.033,2.5673142958958e-105,"10","SMARCD3"
"KMT2A2",1.24381971568044e-109,0.493158917178318,0.517,0.09,2.71824360664804e-105,"10","KMT2A"
"SRSF41",1.36617833548273e-109,0.33732672032489,0.417,0.06,2.98564613436396e-105,"10","SRSF4"
"MPLKIP2",1.63306766377865e-109,0.299115937143506,0.398,0.055,3.56890607242187e-105,"10","MPLKIP"
"PPP1R15B",1.81210817054788e-109,0.326843665397969,0.251,0.023,3.96018119591533e-105,"10","PPP1R15B"
"DAP31",1.89921002754964e-109,0.255562398983876,0.355,0.045,4.15053359420698e-105,"10","DAP3"
"FTH13",1.97501092524234e-109,1.69923933676608,1,0.47,4.3161888760246e-105,"10","FTH1"
"ACP12",2.02242410144743e-109,0.371955415605559,0.405,0.058,4.41980563130321e-105,"10","ACP1"
"POLR2I1",2.79691570492699e-109,0.35044652672514,0.301,0.033,6.11237958154745e-105,"10","POLR2I"
"NDUFS4",2.90146267204767e-109,0.40137338500704,0.27,0.027,6.34085652349298e-105,"10","NDUFS4"
"MLLT61",2.93824115752102e-109,0.367280161652157,0.347,0.044,6.42123222564643e-105,"10","MLLT6"
"NDUFB92",3.54340972881424e-109,0.402313593691566,0.463,0.073,7.74376762135063e-105,"10","NDUFB9"
"HIP11",4.89645707124529e-109,0.424507592631815,0.421,0.062,1.07007172834994e-104,"10","HIP1"
"RPS10P5",4.95586717681057e-109,0.4118765346332,0.293,0.032,1.08305521282018e-104,"10","RPS10P5"
"BTG12",7.56485380617056e-109,0.985862152111766,0.927,0.239,1.65322315080052e-104,"10","BTG1"
"CD2BP2",9.90732470162651e-109,0.340842131272382,0.282,0.029,2.16514674029346e-104,"10","CD2BP2"
"ACOT91",1.00808553832505e-108,0.314242516617774,0.367,0.048,2.20307013545556e-104,"10","ACOT9"
"GNAQ1",1.19979960738273e-108,0.308798414896358,0.359,0.046,2.62204206197421e-104,"10","GNAQ"
"RPL373",1.26096157265504e-108,0.944136358955795,0.95,0.244,2.75570542088033e-104,"10","RPL37"
"PTPN141",1.62441246822784e-108,0.35915192375648,0.467,0.074,3.54999100806511e-104,"10","PTPN14"
"ATP5ME2",3.88672885277399e-108,0.441661705513595,0.394,0.055,8.49405723485227e-104,"10","ATP5ME"
"FDX1",4.20379344402118e-108,0.383251017981987,0.251,0.024,9.18697019256389e-104,"10","FDX1"
"UXT2",4.22543708227349e-108,0.306253475191932,0.421,0.062,9.23427019960049e-104,"10","UXT"
"ZNF1062",6.62130773744044e-108,0.406133710073744,0.436,0.068,1.44702059294023e-103,"10","ZNF106"
"PAFAH2",7.28093956751929e-108,0.301152727504192,0.305,0.034,1.59117653308567e-103,"10","PAFAH2"
"ATL3",7.98264775915323e-108,0.262039969860007,0.293,0.032,1.74452784128535e-103,"10","ATL3"
"CDC34",9.92179933360884e-108,0.298916035929614,0.324,0.038,2.16831002636688e-103,"10","CDC34"
"SEPHS2",1.32605531816095e-107,0.325584613683093,0.32,0.038,2.89796129230895e-103,"10","SEPHS2"
"FTX3",3.12459146676434e-107,0.595394400649206,0.683,0.148,6.82848219146679e-103,"10","FTX"
"NELFB",3.42777984236938e-107,0.288748531580026,0.27,0.027,7.49107006751404e-103,"10","NELFB"
"ZNF4292",3.78369137562075e-107,0.484493954794919,0.425,0.064,8.26887913228159e-103,"10","ZNF429"
"WASL",4.33546723096385e-107,0.288494093144584,0.328,0.039,9.4747300865484e-103,"10","WASL"
"RUNX1",4.4219677259071e-107,0.309096021355874,0.251,0.024,9.66376826819737e-103,"10","RUNX1"
"AKR1B1",4.93390039105283e-107,0.35482440476812,0.363,0.048,1.07825459146069e-102,"10","AKR1B1"
"COX4I12",5.06821736899949e-107,0.55597968530356,0.923,0.227,1.10760822382115e-102,"10","COX4I1"
"CLPP2",5.11111830927027e-107,0.380336798412082,0.378,0.052,1.11698379530792e-102,"10","CLPP"
"HLA-E1",7.06942021097452e-107,0.354473789538096,0.846,0.196,1.54495109290637e-102,"10","HLA-E"
"HOOK32",7.20011908902284e-107,0.326427392183667,0.479,0.079,1.57351402571505e-102,"10","HOOK3"
"ATP1B11",1.23038176013061e-106,0.997436600137896,0.961,0.26,2.68887629858944e-102,"10","ATP1B1"
"H2AJ2",1.25002984538812e-106,0.358196356371368,0.409,0.059,2.73181522411121e-102,"10","H2AJ"
"AL022311.13",2.19081628805548e-106,0.814469202337698,0.703,0.161,4.78780991591645e-102,"10","AL022311.1"
"AC016876.31",2.87989557346727e-106,0.404593578923029,0.618,0.122,6.29372378625538e-102,"10","AC016876.3"
"PPA2",2.92299978937994e-106,0.254997173212461,0.394,0.056,6.38792373971093e-102,"10","PPA2"
"DDX23",2.94204641832074e-106,0.328273923480393,0.305,0.035,6.42954824259815e-102,"10","DDX23"
"AC013275.1",3.45999852539639e-106,0.391836501120858,0.278,0.029,7.56148077740128e-102,"10","AC013275.1"
"DDIT3",5.01377992522413e-106,0.371949214340893,0.278,0.029,1.09571146485848e-101,"10","DDIT3"
"SYAP12",5.66164706113816e-106,0.370776779687063,0.417,0.062,1.23729634874113e-101,"10","SYAP1"
"LARS1",5.86834893680206e-106,0.279291871148801,0.367,0.049,1.28246897664872e-101,"10","LARS1"
"HERPUD11",5.93329168110152e-106,0.264442480760805,0.463,0.074,1.29666156398793e-101,"10","HERPUD1"
"SRGAP1",9.08796902614307e-106,0.479393567820753,0.251,0.024,1.98608475097331e-101,"10","SRGAP1"
"FAU3",1.31431972160173e-105,0.72137287699608,0.927,0.229,2.87231431958842e-101,"10","FAU"
"TMEM179B",1.53242381627669e-105,0.257379180416685,0.34,0.043,3.34895900809108e-101,"10","TMEM179B"
"SMARCC22",2.40881740850271e-105,0.344396450771854,0.494,0.084,5.26422956454183e-101,"10","SMARCC2"
"MRPS162",2.5363753494928e-105,0.283307619855558,0.386,0.054,5.54299468878157e-101,"10","MRPS16"
"SCAF1",2.82002608725269e-105,0.307573664396645,0.274,0.029,6.16288501108203e-101,"10","SCAF1"
"DLGAP41",3.40090924684035e-105,0.342622290631393,0.375,0.051,7.4323470680449e-101,"10","DLGAP4"
"GLTP",7.4293286214816e-105,0.282146699725622,0.375,0.051,1.62360547693859e-100,"10","GLTP"
"MZT2A2",8.60509794812123e-105,0.433991921124483,0.486,0.082,1.88055810558241e-100,"10","MZT2A"
"SHC2",9.90788231028409e-105,0.348887460324283,0.286,0.031,2.16526860008948e-100,"10","SHC2"
"ADIPOR2",1.0613151077564e-104,0.2856434246619,0.274,0.029,2.31939803649084e-100,"10","ADIPOR2"
"SNRPE1",1.10000502275118e-104,0.353936354620517,0.324,0.04,2.40395097672042e-100,"10","SNRPE"
"TRAP11",1.38998041119462e-104,0.310561563230703,0.293,0.033,3.03766319062473e-100,"10","TRAP1"
"HNRNPUL2",1.87389748690932e-104,0.288069656188992,0.332,0.041,4.09521556789163e-100,"10","HNRNPUL2"
"RPS29P162",2.44299477051227e-104,0.311251602384683,0.44,0.068,5.33892077147752e-100,"10","RPS29P16"
"SCAMP41",2.65095499111557e-104,0.498807694067812,0.39,0.056,5.79339703758396e-100,"10","SCAMP4"
"NACA4P2",3.31551882820546e-104,0.727034624096244,0.88,0.218,7.2457348471602e-100,"10","NACA4P"
"SPINT23",3.75362591199453e-104,0.78451007943759,0.934,0.248,8.20317406807285e-100,"10","SPINT2"
"RPL393",4.79450978281311e-104,0.493705442205278,0.907,0.223,1.04779216793598e-99,"10","RPL39"
"DBT",5.34261926160056e-104,0.363281190309011,0.266,0.027,1.16757601343019e-99,"10","DBT"
"GADD45A1",5.3669701862729e-104,0.409018746960168,0.359,0.048,1.17289766450808e-99,"10","GADD45A"
"CLN51",5.63190872548234e-104,0.377763499219908,0.344,0.044,1.23079733286691e-99,"10","CLN5"
"NAPG",5.84071641476508e-104,0.321903906852947,0.282,0.03,1.27643016528276e-99,"10","NAPG"
"VEZT",8.98671259921088e-104,0.271382446121575,0.29,0.032,1.96395617143155e-99,"10","VEZT"
"TACC21",1.12615193739655e-103,0.361675003160252,0.313,0.037,2.46109244398642e-99,"10","TACC2"
"TXNRD1",1.26914568545191e-103,0.300223453512877,0.255,0.025,2.77359098098659e-99,"10","TXNRD1"
"ZBTB8A3",1.53027913887975e-103,0.406686779217624,0.529,0.095,3.3442720301078e-99,"10","ZBTB8A"
"SELENOF2",1.76084074824817e-103,0.303465791320721,0.456,0.073,3.84814137122156e-99,"10","SELENOF"
"IGFBP32",2.28713851128293e-103,1.2939550885625,0.571,0.109,4.99831250255772e-99,"10","IGFBP3"
"ALKBH72",2.97350785059152e-103,0.319642672075521,0.351,0.046,6.49830405668271e-99,"10","ALKBH7"
"SLC38A102",3.33526737022454e-103,0.274251691598826,0.347,0.045,7.2888933108887e-99,"10","SLC38A10"
"RPL293",3.89203855174922e-103,0.819550565009147,0.958,0.255,8.50566105099275e-99,"10","RPL29"
"AC007114.12",5.05527590431844e-103,0.386589568946286,0.394,0.057,1.10477999612975e-98,"10","AC007114.1"
"NFKBIB1",1.13303272246015e-102,0.284424342421383,0.351,0.046,2.47612971166441e-98,"10","NFKBIB"
"EIF2S1",1.21953021208344e-102,0.398134381387679,0.293,0.033,2.66516132548714e-98,"10","EIF2S1"
"WWC1",1.44290590599769e-102,0.496675834969806,0.432,0.07,3.15332656696735e-98,"10","WWC1"
"AC073065.11",1.52284004876476e-102,0.313721322386447,0.363,0.05,3.3280146425705e-98,"10","AC073065.1"
"BTG22",2.11805036190973e-102,0.524026044986819,0.583,0.112,4.62878726091753e-98,"10","BTG2"
"TMEM2302",3.01928166624972e-102,0.276164257703111,0.359,0.048,6.59833815342215e-98,"10","TMEM230"
"BCL7C",5.22737523808681e-102,0.295972097551224,0.255,0.026,1.14239058453149e-97,"10","BCL7C"
"RRAGC",6.04672056777058e-102,0.309884238958319,0.29,0.033,1.32145031288058e-97,"10","RRAGC"
"GPRC5C1",7.28086107168654e-102,0.321857873228088,0.405,0.064,1.59115937860638e-97,"10","GPRC5C"
"IDH3G",1.49607101872832e-101,0.33921515449905,0.305,0.036,3.26951360432888e-97,"10","IDH3G"
"RAC12",2.04569700906682e-101,0.576588004903652,0.919,0.242,4.47066624361463e-97,"10","RAC1"
"FNTA1",2.5589462868696e-101,0.265444520133439,0.405,0.061,5.59232121532482e-97,"10","FNTA"
"TIMM501",2.9046799705638e-101,0.34677141450381,0.367,0.051,6.34788760767013e-97,"10","TIMM50"
"IRF11",4.30136766950525e-101,0.614396489842105,0.429,0.072,9.40020890493677e-97,"10","IRF1"
"NACA2",4.84746078178287e-101,0.776688649570746,0.927,0.244,1.05936407925083e-96,"10","NACA"
"MRPS36",5.0641372917752e-101,0.323178513171562,0.266,0.028,1.10671656374455e-96,"10","MRPS36"
"NIPSNAP11",9.20124492897814e-101,0.344807363990614,0.305,0.037,2.01084006677888e-96,"10","NIPSNAP1"
"ZNF33A",1.13567111931189e-100,0.295901895942394,0.259,0.027,2.4818956641442e-96,"10","ZNF33A"
"ARFGAP31",1.45111497875324e-100,0.270887577600045,0.394,0.058,3.17126667456732e-96,"10","ARFGAP3"
"BCL6",1.65443278321993e-100,0.343662788729017,0.34,0.045,3.61559740444883e-96,"10","BCL6"
"MIRLET7BHG3",1.79001016654147e-100,0.61201226596385,0.444,0.073,3.91188821795973e-96,"10","MIRLET7BHG"
"RBBP72",2.06836314104137e-100,0.372855883031732,0.336,0.044,4.52020080843181e-96,"10","RBBP7"
"UQCRB2",3.90176146005393e-100,0.330784362439238,0.876,0.212,8.52690949480187e-96,"10","UQCRB"
"MTCO1P402",4.76412797049409e-100,0.376266556221018,0.498,0.088,1.04115252667178e-95,"10","MTCO1P40"
"NBPF14",5.08606590802166e-100,0.348909504251828,0.452,0.074,1.11150884353905e-95,"10","NBPF14"
"JUNB3",7.29911961047393e-100,0.987698511524424,0.942,0.254,1.59514959967297e-95,"10","JUNB"
"RPLP04",7.91192664973195e-100,1.14678559308828,0.985,0.298,1.72907245003242e-95,"10","RPLP0"
"SNRPC1",2.20505649311064e-99,0.259582286197875,0.324,0.041,4.81893046004399e-95,"10","SNRPC"
"GRN",5.92242462925455e-99,0.260704622892807,0.892,0.223,1.29428667847729e-94,"10","GRN"
"AIDA",6.79976270892084e-99,0.319419399252593,0.301,0.036,1.48602014240756e-94,"10","AIDA"
"LIMS1",7.07396037233904e-99,0.29926483232072,0.386,0.057,1.54594329977097e-94,"10","LIMS1"
"ZNF3972",9.18718732078376e-99,0.405234614666569,0.448,0.074,2.00776791708408e-94,"10","ZNF397"
"RPL363",2.33961188320938e-98,0.587988205260241,0.907,0.227,5.11298780956578e-94,"10","RPL36"
"CKB1",2.6468727215994e-98,0.507416660355362,0.313,0.039,5.78447564578333e-94,"10","CKB"
"ATAD3C2",3.09193946128016e-98,0.505559308948678,0.44,0.073,6.75712449868165e-94,"10","ATAD3C"
"TP53",3.72109403540083e-98,0.312812173767003,0.266,0.029,8.13207890496498e-94,"10","TP53"
"ILVBL",4.13109897398903e-98,0.325635003261786,0.263,0.028,9.02810369775562e-94,"10","ILVBL"
"HSPD12",5.57995394390825e-98,0.312581655988025,0.475,0.083,1.21944313490171e-93,"10","HSPD1"
"MRPS26",1.32613317377023e-97,0.272890915641688,0.255,0.027,2.89813143795746e-93,"10","MRPS26"
"FAHD1",2.40186490953956e-97,0.345945897740649,0.278,0.032,5.24903557330776e-93,"10","FAHD1"
"NCOR11",2.67660838928508e-97,0.284975212458065,0.355,0.05,5.84945997394361e-93,"10","NCOR1"
"SH2D3A1",2.95439480504556e-97,0.402534765057767,0.29,0.034,6.45653440694656e-93,"10","SH2D3A"
"ABCD31",3.0837980331359e-97,0.292353390584035,0.313,0.039,6.73933222161519e-93,"10","ABCD3"
"USP82",3.47844686348021e-97,0.398894928643039,0.517,0.098,7.60179777544965e-93,"10","USP8"
"P4HA21",5.76856626424891e-97,0.338767819226148,0.359,0.051,1.26066247138896e-92,"10","P4HA2"
"PSMA62",7.01826235999872e-97,0.398585153188177,0.405,0.064,1.53377105615412e-92,"10","PSMA6"
"GLOD4",7.04310559363781e-97,0.267993841322929,0.255,0.027,1.53920029643361e-92,"10","GLOD4"
"MRPL18",9.04546775336014e-97,0.255409270449633,0.278,0.032,1.97679652281933e-92,"10","MRPL18"
"RPL183",1.04196269490123e-96,0.981823478597111,0.95,0.256,2.27710527343714e-92,"10","RPL18"
"RABL61",1.06534433082002e-96,0.299109894022601,0.282,0.033,2.32820350057407e-92,"10","RABL6"
"MZT2B2",1.17244201801912e-96,0.259891813656492,0.622,0.127,2.56225478617898e-92,"10","MZT2B"
"RPL284",1.38737462240512e-96,0.822817631438948,0.927,0.247,3.03196849980414e-92,"10","RPL28"
"ARL8B",1.9538531538811e-96,0.27152698682968,0.313,0.04,4.26995068249176e-92,"10","ARL8B"
"BAD",3.99612275053057e-96,0.293602346120676,0.263,0.029,8.7331266590095e-92,"10","BAD"
"GSK3A",5.92314724273901e-96,0.330883887267084,0.305,0.038,1.29444459842818e-91,"10","GSK3A"
"EXOSC10",7.31581626869251e-96,0.328189694265251,0.255,0.027,1.59879848736006e-91,"10","EXOSC10"
"RERE1",1.58232083744844e-95,0.306419149066645,0.34,0.047,3.45800395815981e-91,"10","RERE"
"MTRNR2L83",1.80833730047935e-95,0.920367400110039,0.981,0.274,3.95194033646756e-91,"10","MTRNR2L8"
"NARF",1.8705992055783e-95,0.256495831795455,0.282,0.033,4.08800750387082e-91,"10","NARF"
"TMEM1811",3.2687034110803e-95,0.405194931486152,0.324,0.043,7.14342443457488e-91,"10","TMEM181"
"SLC39A13",4.22443276503384e-95,0.281683132821107,0.266,0.03,9.23207536470495e-91,"10","SLC39A13"
"SLK",4.42395585390558e-95,0.267631841879531,0.313,0.04,9.66811312312525e-91,"10","SLK"
"RPS3A3",5.03898990534615e-95,1.22848291815129,0.981,0.356,1.10122085391435e-90,"10","RPS3A"
"INSIG1",6.04023402669463e-95,0.405669612840089,0.29,0.035,1.32003274419385e-90,"10","INSIG1"
"DHX9",7.41375645284775e-95,0.29785483442294,0.29,0.035,1.62020233520535e-90,"10","DHX9"
"SNX14",1.16640597439071e-94,0.325521713862128,0.278,0.032,2.54906361643346e-90,"10","SNX14"
"ANPEP",1.87168649279595e-94,0.707378177630388,0.251,0.026,4.09038366135628e-90,"10","ANPEP"
"CHDH1",2.31643367241207e-94,0.345336284424038,0.332,0.045,5.06233414768934e-90,"10","CHDH"
"MARVELD3",3.19765022798038e-94,0.289150506848468,0.255,0.028,6.98814480822832e-90,"10","MARVELD3"
"CHCHD1",3.97911590304953e-94,0.432708974032345,0.255,0.028,8.69595989452445e-90,"10","CHCHD1"
"PCSK72",4.37577118776885e-94,0.469186374244356,0.456,0.082,9.56281035375005e-90,"10","PCSK7"
"PUM2",5.65329895597163e-94,0.268607812246946,0.251,0.027,1.23547195383804e-89,"10","PUM2"
"RPL272",5.80498757862098e-94,0.65987533064222,0.954,0.257,1.26862198543183e-89,"10","RPL27"
"ATN11",6.24305118935339e-94,0.281738000181789,0.301,0.038,1.36435640692129e-89,"10","ATN1"
"RPS6KA53",7.70001756111827e-94,0.751141893455994,0.726,0.187,1.68276183780679e-89,"10","RPS6KA5"
"RPS15A3",1.75693598836387e-93,0.871845368248676,0.95,0.268,3.8396079089704e-89,"10","RPS15A"
"YIPF43",1.99659179186724e-93,0.346020044660544,0.614,0.135,4.36335170194668e-89,"10","YIPF4"
"SBF21",2.01012930743077e-93,0.437625745660902,0.382,0.06,4.3929365884592e-89,"10","SBF2"
"GAA1",4.26012302738122e-93,0.284414401626659,0.309,0.04,9.31007286403892e-89,"10","GAA"
"LINC012062",6.86384984897645e-93,0.436432301019364,0.367,0.055,1.50002574599531e-88,"10","LINC01206"
"OTUB11",1.12618507486846e-92,0.279264074000225,0.44,0.076,2.46116486261754e-88,"10","OTUB1"
"NAGK",1.60187094018757e-92,0.28561876993039,0.313,0.041,3.50072875268593e-88,"10","NAGK"
"MFSD4B3",1.81209413850398e-92,0.441912206278646,0.517,0.101,3.96015053028659e-88,"10","MFSD4B"
"PSMA12",2.40073650934937e-92,0.340940847707243,0.359,0.053,5.24656956753211e-88,"10","PSMA1"
"HELLPAR3",2.45822113698513e-92,0.668493347783549,0.676,0.167,5.37219647276731e-88,"10","HELLPAR"
"AL365357.1",4.29463114544494e-92,0.308307952288376,0.266,0.03,9.38548690525536e-88,"10","AL365357.1"
"EIF2AK41",4.3301146883384e-92,0.328108385087668,0.286,0.035,9.46303263989474e-88,"10","EIF2AK4"
"DNAJC41",5.79668400192003e-92,0.304655749609007,0.29,0.036,1.2668073217796e-87,"10","DNAJC4"
"MRPS15",5.96950931738893e-92,0.294567618177251,0.251,0.027,1.30457656622218e-87,"10","MRPS15"
"MON1B",6.4220163239188e-92,0.324734948030343,0.27,0.032,1.40346744742921e-87,"10","MON1B"
"RNF220",7.34138244222019e-92,0.26984862172536,0.29,0.036,1.6043857189228e-87,"10","RNF220"
"SYF21",1.45816911960937e-91,0.348228477822267,0.544,0.113,3.18668279399431e-87,"10","SYF2"
"DUSP8",4.43769810096801e-91,0.28682132391259,0.27,0.032,9.69814542985549e-87,"10","DUSP8"
"CNOT2",4.59725305340654e-91,0.279780480997509,0.39,0.064,1.00468368229147e-86,"10","CNOT2"
"SLC35E33",4.79492824162244e-91,0.620185627373733,0.614,0.14,1.04788361792417e-86,"10","SLC35E3"
"GNB51",5.41480704603657e-91,0.262140809645307,0.371,0.057,1.18335193184083e-86,"10","GNB5"
"ZNF562",6.98260500792877e-91,0.315495653205115,0.255,0.028,1.52597849843275e-86,"10","ZNF562"
"FXR11",8.70271730323642e-91,0.27032436980077,0.351,0.052,1.90189183944929e-86,"10","FXR1"
"SLC31A11",1.7395947298545e-90,0.341760980145972,0.386,0.062,3.80171032262401e-86,"10","SLC31A1"
"TARS1",1.91800649178031e-90,0.295264979733991,0.266,0.031,4.19161138713669e-86,"10","TARS1"
"MAPK3",2.00462191163302e-90,0.281459268624831,0.363,0.055,4.3809007256828e-86,"10","MAPK3"
"PSMD13",2.09174478070227e-90,0.314910183634297,0.347,0.051,4.57129904374673e-86,"10","PSMD13"
"APLP21",2.31133720054143e-90,0.257902490047009,0.919,0.246,5.05119631806323e-86,"10","APLP2"
"CRYZL12",2.53490638124968e-90,0.304479555443375,0.44,0.077,5.53978440558306e-86,"10","CRYZL1"
"CNKSR33",4.94028561041857e-90,0.449555895792404,0.475,0.089,1.07965001730088e-85,"10","CNKSR3"
"HMGB11",5.02039434039665e-90,0.443267841916509,0.795,0.208,1.09715697915028e-85,"10","HMGB1"
"ELP23",5.46183394210275e-90,0.541756804525596,0.506,0.1,1.19362918970714e-85,"10","ELP2"
"NAA60",6.56295648206146e-90,0.307272970315156,0.255,0.029,1.43426850958971e-85,"10","NAA60"
"ARGFX1",6.64895800066108e-90,0.312955218463655,0.317,0.043,1.45306328146447e-85,"10","ARGFX"
"IRF3",8.27914363137098e-90,0.252987429749229,0.274,0.033,1.80932404919981e-85,"10","IRF3"
"CHST123",8.81275655904387e-90,0.874063291055435,0.722,0.217,1.92593981841345e-85,"10","CHST12"
"UGGT12",1.30966582151817e-89,0.254479552706056,0.425,0.073,2.86214368634581e-85,"10","UGGT1"
"RPS7P141",1.56382938789255e-89,0.29806591077854,0.29,0.037,3.41759274430038e-85,"10","RPS7P14"
"DPP72",2.23260049322926e-89,0.268793175293077,0.367,0.056,4.87912511790322e-85,"10","DPP7"
"LINC023011",3.00106683591405e-89,0.329087589077152,0.467,0.085,6.55853146320657e-85,"10","LINC02301"
"PROX1",6.07159701302248e-89,0.266452674826654,0.278,0.034,1.32688681122593e-84,"10","PROX1"
"GATD11",6.33547597489086e-89,0.348095480375551,0.347,0.052,1.38455491955265e-84,"10","GATD1"
"RWDD12",7.49433462398734e-89,0.257438427081668,0.436,0.077,1.63781188872619e-84,"10","RWDD1"
"CLNS1A",9.61331161044654e-89,0.329131857361102,0.255,0.029,2.10089311934699e-84,"10","CLNS1A"
"TRIM411",1.13349064926336e-88,0.358634458743442,0.359,0.055,2.47713046490015e-84,"10","TRIM41"
"AC073610.12",1.22264914962156e-88,0.341639233351247,0.317,0.043,2.67197745158296e-84,"10","AC073610.1"
"AL590822.23",1.26515777489102e-88,0.508842849880474,0.544,0.115,2.76487580124684e-84,"10","AL590822.2"
"REL3",1.61370128705126e-88,0.656255346058501,0.614,0.141,3.52658279272183e-84,"10","REL"
"C11orf583",1.95601179297126e-88,0.367931748344217,0.544,0.113,4.27466817235938e-84,"10","C11orf58"
"TAGLN23",3.69292303041826e-88,0.950661593138084,0.988,0.311,8.07051399067607e-84,"10","TAGLN2"
"SERAC13",3.89716326283504e-88,0.334069952526284,0.552,0.115,8.51686059459969e-84,"10","SERAC1"
"TRIP111",6.0704733456961e-88,0.300547389294685,0.351,0.054,1.32664124496842e-83,"10","TRIP11"
"DCP1A",9.69870744915028e-88,0.373331926951932,0.27,0.033,2.1195555259373e-83,"10","DCP1A"
"CLK31",1.68300360856815e-87,0.404434167970672,0.413,0.071,3.67803608616484e-83,"10","CLK3"
"C15orf48",2.05122129532294e-87,0.370054238540126,0.378,0.06,4.48273901879875e-83,"10","C15orf48"
"RPL383",2.5714728659302e-87,0.53214903938053,0.9,0.235,5.61969680120387e-83,"10","RPL38"
"HAGH2",3.69716215409885e-87,0.286742882722107,0.394,0.066,8.07977817156763e-83,"10","HAGH"
"GATAD11",5.2094142558429e-87,0.297599620264157,0.367,0.058,1.13846539147191e-82,"10","GATAD1"
"POLR2L2",5.62592776053566e-87,0.295826981122525,0.398,0.066,1.22949025278746e-82,"10","POLR2L"
"FBXL182",9.28334543303094e-87,0.47535707637183,0.378,0.062,2.02878231093458e-82,"10","FBXL18"
"CASC3",1.97072243423844e-86,0.256767731429389,0.259,0.031,4.30681680778468e-82,"10","CASC3"
"CALM2",2.38212242048077e-86,0.434693103821959,0.931,0.256,5.20589033771868e-82,"10","CALM2"
"INTS61",3.89107971903235e-86,0.400068007769074,0.351,0.054,8.5035656179733e-82,"10","INTS6"
"RPSA4",4.59404037900172e-86,0.957201995173154,0.973,0.314,1.00398158442703e-81,"10","RPSA"
"FDPS1",4.84112105169168e-86,0.351681790671205,0.29,0.038,1.0579785946367e-81,"10","FDPS"
"GADD45GIP12",5.17910116031753e-86,0.363261774592382,0.297,0.04,1.13184076757579e-81,"10","GADD45GIP1"
"ANXA21",2.74044369436984e-85,1.04220609594904,0.992,0.34,5.98896564967584e-81,"10","ANXA2"
"COPB22",3.75992448779408e-85,0.305927653765559,0.351,0.054,8.21693897562517e-81,"10","COPB2"
"ECHDC21",4.45837713257707e-85,0.32630771058547,0.313,0.044,9.74333738553393e-81,"10","ECHDC2"
"CDC26",5.92274229894413e-85,0.26882739674199,0.251,0.029,1.29435610201125e-80,"10","CDC26"
"EMC32",8.71263943471438e-85,0.424660278181618,0.363,0.059,1.90406022206248e-80,"10","EMC3"
"UBE2M1",1.72642285232367e-84,0.260919168221916,0.282,0.036,3.77292450146815e-80,"10","UBE2M"
"NOX4",1.8550192156895e-84,0.311145746684354,0.251,0.029,4.05395899396784e-80,"10","NOX4"
"CCAR11",2.23102355212378e-84,0.303543196894012,0.317,0.046,4.87567887081131e-80,"10","CCAR1"
"CLIP13",2.87127587299939e-84,0.54771611249527,0.529,0.119,6.27488629285286e-80,"10","CLIP1"
"RPL44",3.02568807594507e-84,0.769502155204491,0.958,0.272,6.61233872117036e-80,"10","RPL4"
"SQSTM12",3.2232357808443e-84,0.285389674649629,0.911,0.249,7.04405947545714e-80,"10","SQSTM1"
"RPLP13",4.69265257115264e-84,1.16495449395781,0.992,0.349,1.0255322928997e-79,"10","RPLP1"
"MTND2P283",4.79499933981088e-84,0.34889516224413,0.826,0.21,1.04789915572227e-79,"10","MTND2P28"
"AC005005.42",7.10930099697574e-84,0.427812358653605,0.409,0.072,1.55366663987908e-79,"10","AC005005.4"
"ARID4B2",8.00100586104011e-84,0.265674734013865,0.425,0.077,1.74853982087171e-79,"10","ARID4B"
"ANKRD37",1.68124730671866e-83,0.261760874525135,0.266,0.033,3.67419786410296e-79,"10","ANKRD37"
"BTBD7",2.4700240028905e-83,0.404829458111558,0.297,0.042,5.3979904559169e-79,"10","BTBD7"
"RPL35A3",2.69526084838078e-83,0.489492351408594,0.903,0.242,5.89022305805137e-79,"10","RPL35A"
